2022-12-01 18:44:41.413:   WARNING: Cannot create remote cache directory //assetcache/assetcache/assetcache_wot/
2022-12-01 18:44:55.927: 407>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_GMM.dds written to: W:\.assetcache_wot\50\7D\507D1AA4400BBC85188281B1372FAEF7_hd_hv3_012_Axe_GMM.dds
2022-12-01 18:44:55.928: 412>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_ANM.dds written to: W:\.assetcache_wot\00\E6\00E66D8456521ACC15243D55CB7C0CDF_hd_hv3_026_Fieldkitchen_ANM.dds
2022-12-01 18:44:55.928:   WARNING: Could not find a rule to create a task for file virtual://P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_026_Fieldkitchen.model?HavokProcessor
2022-12-01 18:44:55.928: 397>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_AM.dds written to: W:\.assetcache_wot\6D\F7\6DF7587C87D0A708CA89D95EC9B38D89_hd_hv3_T-44_AM.dds
2022-12-01 18:44:55.928: 422>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_GMM.dds ->
2022-12-01 18:44:55.928: 422>  INFO:       P:/res/.jit/intermediate/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_GMM.dds.marker
2022-12-01 18:44:55.930: 399>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_AM.dds_plus_secondarydeps written to: W:\.assetcache_wot\45\D1\45D180991ED820DF4298D40E782EE73D_hd_hv3_012_Axe_AM.dds_plus_secondarydeps
2022-12-01 18:44:55.930: 399>  INFO: DONE: Task Completed
2022-12-01 18:44:55.930:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_032_dinnertable_anm.dds
2022-12-01 18:44:55.931:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_032_dinnertable_gmm.dds
2022-12-01 18:44:55.931: 286>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_ANM.dds_plus_secondarydeps written to: W:\.assetcache_wot\37\31\3731934936CC2E9144D3EC424661872D_hd_hv3_Pershing_ANM.dds_plus_secondarydeps
2022-12-01 18:44:55.931: 286>  INFO: DONE: Task Completed
2022-12-01 18:44:55.931:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_032_dinnertable_am.dds
2022-12-01 18:44:55.931: 413>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_GMM.dds written to: W:\.assetcache_wot\60\37\6037A1E88D03624D32746D28A089E8EE_hd_hv3_026_Fieldkitchen_GMM.dds
2022-12-01 18:44:55.931:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_011_Sleeve.primitives_processed retrieved from cache file: W:\.assetcache_wot\0F\6F\0F6FE5E01EEA495A36F42825A5B1DCF1_hd_hv3_011_Sleeve.primitives_processed
2022-12-01 18:44:55.931: 268>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_ANM.dds written to: W:\.assetcache_wot\37\58\3758A41761E2E3DC6F6B2D22390C71BA_hd_hv3_029_Stone_01_ANM.dds
2022-12-01 18:44:55.931: 263>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_AM.dds_plus_secondarydeps written to: W:\.assetcache_wot\A9\FF\A9FF277ED5DD47ECC98C16F705B389E0_hd_hv3_029_Stone_01_AM.dds_plus_secondarydeps
2022-12-01 18:44:55.931: 263>  INFO: DONE: Task Completed
2022-12-01 18:44:55.931: 406>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_GMM.dds written to: W:\.assetcache_wot\56\C5\56C5E1E9F238AB6C98DA76245E472C42_hd_hv3_T-44_GMM.dds
2022-12-01 18:44:55.931:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/mle_101_11_camouflagetent_anm.dds
2022-12-01 18:44:55.931: 401>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_ANM.dds written to: W:\.assetcache_wot\66\60\666016CEC4AB2E63272911F37FBE4A47_hd_hv3_T-44_ANM.dds
2022-12-01 18:44:55.932:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/mle_101_11_camouflagetent_gmm.dds
2022-12-01 18:44:55.932:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/mle_101_11_camouflagetent_am.dds
2022-12-01 18:44:55.932: 411>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_AM.dds_plus_secondarydeps written to: W:\.assetcache_wot\D5\1C\D51CBBD6585C65EB3A005DD49A1E81F0_hd_hv3_026_Fieldkitchen_AM.dds_plus_secondarydeps
2022-12-01 18:44:55.932:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_032_dinnertable.primitives
2022-12-01 18:44:55.932: 411>  INFO: DONE: Task Completed
2022-12-01 18:44:55.932: 432>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_032_DinnerTable_AM.dds
2022-12-01 18:44:55.932: 432>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.932: 432>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.932: 432>  INFO:     Creating dependencies...
2022-12-01 18:44:55.932: 432>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.933: 289>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_GMM.dds written to: W:\.assetcache_wot\77\68\7768E788F4F9B11B0E801E34FBBF5D07_hd_hv3_Pershing_GMM.dds
2022-12-01 18:44:55.933: 432>  INFO: Checking conversion...
2022-12-01 18:44:55.934: 432>  INFO:   Dependencies out of date
2022-12-01 18:44:55.934: 417>  INFO: CACHE Local Write: resources/maps/gizmo/autoSound.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_autoSound.dds.marker
2022-12-01 18:44:55.934: 422>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_GMM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_011_Sleeve_GMM.dds.marker
2022-12-01 18:44:55.934: 432>  INFO:     Converting task...
2022-12-01 18:44:55.935: 404>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_ANM.dds_plus_secondarydeps written to: W:\.assetcache_wot\0B\07\0B07600ACB8755838567C5FDE922698E_hd_hv3_012_Axe_ANM.dds_plus_secondarydeps
2022-12-01 18:44:55.935: 404>  INFO: DONE: Task Completed
2022-12-01 18:44:55.935: 421>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_ANM.dds ->
2022-12-01 18:44:55.935: 417>  INFO:   P:/temp/lite_ue_1.19/res/resources/maps/gizmo/autoSound.dds ->
2022-12-01 18:44:55.935: 421>  INFO:       P:/res/.jit/intermediate/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_ANM.dds.marker
2022-12-01 18:44:55.935: 417>  INFO:       P:/res/.jit/output/resources/maps/gizmo/autoSound.dds
2022-12-01 18:44:55.935: 422>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_GMM.dds ->
2022-12-01 18:44:55.935: 422>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_GMM_hd.dds
2022-12-01 18:44:55.935: 412>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_ANM.dds_plus_secondarydeps written to: W:\.assetcache_wot\B0\C0\B0C070372C8B71A3A395FD586A092546_hd_hv3_026_Fieldkitchen_ANM.dds_plus_secondarydeps
2022-12-01 18:44:55.935: 412>  INFO: DONE: Task Completed
2022-12-01 18:44:55.936:   WARNING: Could not find a rule to create a task for file virtual://P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_011_Sleeve.model?HavokProcessor
2022-12-01 18:44:55.936: 422>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_GMM.dds ->
2022-12-01 18:44:55.936: 422>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_GMM.dds
2022-12-01 18:44:55.936: 273>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_GMM.dds_plus_secondarydeps written to: W:\.assetcache_wot\21\27\2127DB1D3BC7C57A83268D7DE9DD4972_hd_hv3_029_Stone_01_GMM.dds_plus_secondarydeps
2022-12-01 18:44:55.936: 273>  INFO: DONE: Task Completed
2022-12-01 18:44:55.936: 397>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_AM.dds_plus_secondarydeps written to: W:\.assetcache_wot\78\0A\780A7074E921F1E9E30E543D6AFF653C_hd_hv3_T-44_AM.dds_plus_secondarydeps
2022-12-01 18:44:55.936: 420>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_AM.dds ->
2022-12-01 18:44:55.936: 420>  INFO:       P:/res/.jit/intermediate/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_AM.dds.marker
2022-12-01 18:44:55.936: 397>  INFO: DONE: Task Completed
2022-12-01 18:44:55.937: 268>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_ANM.dds_plus_secondarydeps written to: W:\.assetcache_wot\2F\B3\2FB31DE16C6D7B35C40AC6AA468D284D_hd_hv3_029_Stone_01_ANM.dds_plus_secondarydeps
2022-12-01 18:44:55.937: 268>  INFO: DONE: Task Completed
2022-12-01 18:44:55.937: 424>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_AM.dds ->
2022-12-01 18:44:55.937: 424>  INFO:       P:/res/.jit/intermediate/content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_AM.dds.marker
2022-12-01 18:44:55.937:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_is_2_berlin_am.dds
2022-12-01 18:44:55.938:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_is_2_berlin_anm.dds
2022-12-01 18:44:55.938:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_is_2_berlin_gmm.dds
2022-12-01 18:44:55.938:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_is_2_berlin.primitives
2022-12-01 18:44:55.938: 407>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_GMM.dds_plus_secondarydeps written to: W:\.assetcache_wot\3B\58\3B58E986C441864CA04973844BE0F987_hd_hv3_012_Axe_GMM.dds_plus_secondarydeps
2022-12-01 18:44:55.938: 407>  INFO: DONE: Task Completed
2022-12-01 18:44:55.939: 406>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_GMM.dds_plus_secondarydeps written to: W:\.assetcache_wot\83\45\83459B6842C2F10112C3382E998BA3BE_hd_hv3_T-44_GMM.dds_plus_secondarydeps
2022-12-01 18:44:55.939: 406>  INFO: DONE: Task Completed
2022-12-01 18:44:55.940: 413>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_GMM.dds_plus_secondarydeps written to: W:\.assetcache_wot\2C\5B\2C5B1430E0D73E1C7389C157709D097B_hd_hv3_026_Fieldkitchen_GMM.dds_plus_secondarydeps
2022-12-01 18:44:55.940: 413>  INFO: DONE: Task Completed
2022-12-01 18:44:55.940: 441>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_IS_2_Berlin.primitives
2022-12-01 18:44:55.940: 441>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.940: 441>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.940: 441>  INFO:     Creating dependencies...
2022-12-01 18:44:55.940: 441>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.940: 441>  INFO: Checking conversion...
2022-12-01 18:44:55.941: 401>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_ANM.dds_plus_secondarydeps written to: W:\.assetcache_wot\BD\4F\BD4FD305354DFDF5909457F91F1C182D_hd_hv3_T-44_ANM.dds_plus_secondarydeps
2022-12-01 18:44:55.941: 401>  INFO: DONE: Task Completed
2022-12-01 18:44:55.941: 441>  INFO:   Dependencies out of date
2022-12-01 18:44:55.941: 425>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_ANM.dds ->
2022-12-01 18:44:55.941: 425>  INFO:       P:/res/.jit/intermediate/content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_ANM.dds.marker
2022-12-01 18:44:55.941: 441>  INFO:     Converting task...
2022-12-01 18:44:55.944: 289>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_GMM.dds_plus_secondarydeps written to: W:\.assetcache_wot\E7\BD\E7BDBCFBD5B9618A11E872C2F7F0932C_hd_hv3_Pershing_GMM.dds_plus_secondarydeps
2022-12-01 18:44:55.944: 289>  INFO: DONE: Task Completed
2022-12-01 18:44:55.945: 420>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_AM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_011_Sleeve_AM.dds.marker
2022-12-01 18:44:55.945: 421>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_ANM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_011_Sleeve_ANM.dds.marker
2022-12-01 18:44:55.945: 424>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_AM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_030_CzechHedgehog_AM.dds.marker
2022-12-01 18:44:55.947: 441>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_IS_2_Berlin.primitives ->
2022-12-01 18:44:55.947: 441>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_IS_2_Berlin.primitives_processed
2022-12-01 18:44:55.947: 417>  INFO: CACHE Local Write: resources/maps/gizmo/autoSound.dds written to: W:\.assetcache_wot\21\9F\219F97B6C6E6F2AB1D58890C2182B6AF_autoSound.dds
2022-12-01 18:44:55.947: 425>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_ANM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_030_CzechHedgehog_ANM.dds.marker
2022-12-01 18:44:55.949: 424>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_AM.dds ->
2022-12-01 18:44:55.949: 424>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_AM_hd.dds
2022-12-01 18:44:55.950: 436>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_032_DinnerTable.primitives
2022-12-01 18:44:55.950: 436>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.950: 436>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.950: 436>  INFO:     Creating dependencies...
2022-12-01 18:44:55.950: 440>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_IS_2_Berlin_GMM.dds
2022-12-01 18:44:55.950: 424>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_AM.dds ->
2022-12-01 18:44:55.950: 424>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_AM.dds
2022-12-01 18:44:55.950: 440>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.950: 440>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.950: 440>  INFO:     Creating dependencies...
2022-12-01 18:44:55.950: 440>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.950: 436>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.950: 436>  INFO: Checking conversion...
2022-12-01 18:44:55.951: 440>  INFO: Checking conversion...
2022-12-01 18:44:55.951: 438>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_IS_2_Berlin_AM.dds
2022-12-01 18:44:55.951: 420>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_AM.dds ->
2022-12-01 18:44:55.951: 420>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_AM_hd.dds
2022-12-01 18:44:55.951: 438>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.951: 438>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.951: 438>  INFO:     Creating dependencies...
2022-12-01 18:44:55.951: 425>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_ANM.dds ->
2022-12-01 18:44:55.951: 425>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_ANM_hd.dds
2022-12-01 18:44:55.951: 439>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_IS_2_Berlin_ANM.dds
2022-12-01 18:44:55.951: 438>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.951: 439>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.951: 439>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.951: 439>  INFO:     Creating dependencies...
2022-12-01 18:44:55.951: 439>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.952: 432>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_032_DinnerTable_AM.dds ->
2022-12-01 18:44:55.952: 432>  INFO:       P:/res/.jit/intermediate/content/Hangars/hangar_v3/enviroment/hd_hv3_032_DinnerTable_AM.dds.marker
2022-12-01 18:44:55.952: 436>  INFO:   Dependencies out of date
2022-12-01 18:44:55.952: 436>  INFO:     Converting task...
2022-12-01 18:44:55.952: 420>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_AM.dds ->
2022-12-01 18:44:55.952: 438>  INFO: Checking conversion...
2022-12-01 18:44:55.952: 421>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_ANM.dds ->
2022-12-01 18:44:55.952: 421>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_ANM_hd.dds
2022-12-01 18:44:55.952: 439>  INFO: Checking conversion...
2022-12-01 18:44:55.952: 435>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/mle_101_11_CamouflageTent_AM.dds
2022-12-01 18:44:55.952: 435>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.952: 435>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.952: 420>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_AM.dds
2022-12-01 18:44:55.952: 435>  INFO:     Creating dependencies...
2022-12-01 18:44:55.952: 434>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/mle_101_11_CamouflageTent_GMM.dds
2022-12-01 18:44:55.952: 433>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/mle_101_11_CamouflageTent_ANM.dds
2022-12-01 18:44:55.952: 435>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.952: 434>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.952: 433>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.952: 434>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.952: 433>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.952: 434>  INFO:     Creating dependencies...
2022-12-01 18:44:55.952: 433>  INFO:     Creating dependencies...
2022-12-01 18:44:55.953: 434>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.953: 433>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.953: 434>  INFO: Checking conversion...
2022-12-01 18:44:55.953: 433>  INFO: Checking conversion...
2022-12-01 18:44:55.953: 427>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_030_CzechHedgehog.primitives
2022-12-01 18:44:55.953: 427>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.953: 431>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_032_DinnerTable_GMM.dds
2022-12-01 18:44:55.953: 427>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.953: 421>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_ANM.dds ->
2022-12-01 18:44:55.953: 427>  INFO:     Creating dependencies...
2022-12-01 18:44:55.953: 431>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.953: 421>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_ANM.dds
2022-12-01 18:44:55.953: 431>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.953: 440>  INFO:   Dependencies out of date
2022-12-01 18:44:55.953: 431>  INFO:     Creating dependencies...
2022-12-01 18:44:55.953: 435>  INFO: Checking conversion...
2022-12-01 18:44:55.953: 431>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.953: 440>  INFO:     Converting task...
2022-12-01 18:44:55.953: 427>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.954: 427>  INFO: Checking conversion...
2022-12-01 18:44:55.954: 430>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_032_DinnerTable_ANM.dds
2022-12-01 18:44:55.954: 430>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.954: 438>  INFO:   Dependencies out of date
2022-12-01 18:44:55.954: 422>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_GMM_hd.dds written to: W:\.assetcache_wot\7E\76\7E76370C2EDEF63C3F0A2972AEDCA4C1_hd_hv3_011_Sleeve_GMM_hd.dds
2022-12-01 18:44:55.954: 436>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_032_DinnerTable.primitives ->
2022-12-01 18:44:55.954: 436>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_032_DinnerTable.primitives_processed
2022-12-01 18:44:55.954: 441>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_IS_2_Berlin.primitives_processed written to: W:\.assetcache_wot\10\14\1014E8EFB9FCB5F7D688EF8C13A812EA_hd_hv3_IS_2_Berlin.primitives_processed
2022-12-01 18:44:55.954: 439>  INFO:   Dependencies out of date
2022-12-01 18:44:55.954: 438>  INFO:     Converting task...
2022-12-01 18:44:55.954: 431>  INFO: Checking conversion...
2022-12-01 18:44:55.954: 439>  INFO:     Converting task...
2022-12-01 18:44:55.954: 430>  INFO:   Primary dependencies out of date
